rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
48,https://arctos.database.museum/guid/MSB:Bird:45029,275878,NK,MSB:Bird:45029,MSB:Bird,JMM 120,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.53291667,-107.3494833,35.53291667,-107.3494833,2416,6/21/2016,21,6,2016,11028311,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2418,2416,68,166,43,7586,268,-114,382,159,104,167,-29,409,72,20,47,180,61,157,79,-2.425446657,-1.317784356,1.412769351,1.008951401
49,https://arctos.database.museum/guid/MSB:Bird:45174,276092,NK,MSB:Bird:45174,MSB:Bird,SMB 152,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.5334,-107.34955,35.5334,-107.34955,2413,7/29/2016,29,7,2016,11028412,pectoral muscle,1,1,0,TROAED12,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,1,18,18,10000,0.18,0.18,2418,2413,68,166,43,7586,268,-114,382,159,104,167,-29,409,72,20,47,180,61,157,79,-2.425446657,-1.317784356,1.412769351,1.008951401
50,https://arctos.database.museum/guid/MSB:Bird:48281,278361,NK,MSB:Bird:48281,MSB:Bird,SMB 422,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.52615,-107.3802333,35.52615,-107.3802333,2431,7/19/2017,19,7,2017,11305775,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,131,131,10000,1.31,1.31,2445,2431,71,167,43,7676,273,-112,385,164,108,171,-26,388,69,19,49,173,58,150,73,-2.244161617,-1.145016968,1.004305677,0.928726641
51,https://arctos.database.museum/guid/MSB:Bird:45015,275832,NK,MSB:Bird:45015,MSB:Bird,SMB 69,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.5331,-107.3482167,35.5331,-107.3482167,2423,6/21/2016,21,6,2016,11028361,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2426,2423,68,166,43,7586,268,-114,382,159,104,167,-29,409,72,20,47,180,61,157,79,-2.425446657,-1.317784356,1.412769351,1.008951401
52,https://arctos.database.museum/guid/MSB:Bird:47846,277546,NK,MSB:Bird:47846,MSB:Bird,CRG 349,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53855,-107.2792,35.53855,-107.2792,2429,6/20/2017,20,6,2017,11306139,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,72,72,10000,0.72,0.72,2424,2429,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
53,https://arctos.database.museum/guid/MSB:Bird:47861,277561,NK,MSB:Bird:47861,MSB:Bird,CRG 314,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53498333,-107.2839167,35.53498333,-107.2839167,2422,6/21/2017,21,6,2017,11305880,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,70,70,10000,0.7,0.7,2423,2422,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
54,https://arctos.database.museum/guid/MSB:Bird:47740,277440,NK,MSB:Bird:47740,MSB:Bird,SSB 063,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53958333,-107.2767333,35.53958333,-107.2767333,2422,6/20/2017,20,6,2017,11306140,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,92,92,10000,0.92,0.92,2424,2422,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
55,https://arctos.database.museum/guid/MSB:Bird:47849,277549,NK,MSB:Bird:47849,MSB:Bird,CRG 386,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54,-107.27505,35.54,-107.27505,2414,6/20/2017,20,6,2017,11305746,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,0,0,0,10000,NA,NA,2417,2414,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
56,https://arctos.database.museum/guid/MSB:Bird:47923,277623,NK,MSB:Bird:47923,MSB:Bird,CRG 478,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54213333,-107.274,35.54213333,-107.274,2434,6/21/2017,21,6,2017,11305900,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2435,2434,72,167,43,7702,275,-112,387,165,109,173,-26,390,69,19,48,173,59,150,73,-2.202692048,-1.062884845,1.030288564,0.981830474
57,https://arctos.database.museum/guid/MSB:Bird:47926,277626,NK,MSB:Bird:47926,MSB:Bird,XMM 154,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54443333,-107.2733333,35.54443333,-107.2733333,2439,6/21/2017,21,6,2017,11306187,pectoral muscle,1,1,0,VIRPLU01,TROAED12,NA,NA,2,0,2,1,0,0,NA,1,117,117,10000,1.17,1.17,2439,2439,72,167,43,7702,275,-112,387,165,109,173,-26,390,69,19,48,173,59,150,73,-2.202692048,-1.062884845,1.030288564,0.981830474
58,https://arctos.database.museum/guid/MSB:Bird:48045,277749,NK,MSB:Bird:48045,MSB:Bird,SSB 105,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53798333,-107.27795,35.53798333,-107.27795,2427,6/21/2017,21,6,2017,11305901,pectoral muscle,1,1,0,VIRPLU01,VIRPLU09,NA,NA,2,0,2,1,0,0,NA,1,154,154,10000,1.54,1.54,2426,2427,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
59,https://arctos.database.museum/guid/MSB:Bird:47851,277551,NK,MSB:Bird:47851,MSB:Bird,CRG 308,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53993333,-107.2727,35.53993333,-107.2727,2367,6/20/2017,20,6,2017,11305882,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,1,24,24,10000,0.24,0.24,2414,2367,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
60,https://arctos.database.museum/guid/MSB:Bird:47877,277577,NK,MSB:Bird:47877,MSB:Bird,CRG 318,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.5271,-107.2873833,35.5271,-107.2873833,2430,6/21/2017,21,6,2017,11305881,pectoral muscle,1,1,0,SETAUD14,NA,NA,NA,1,0,1,0,0,0,NA,1,43,43,10000,0.43,0.43,2423,2430,78,168,43,7772,282,-107,389,171,115,179,-21,368,66,18,50,165,56,143,67,-1.886566921,-0.89489645,0.609779434,0.90813391
61,https://arctos.database.museum/guid/MSB:Bird:47927,277627,NK,MSB:Bird:47927,MSB:Bird,SMB 368,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54453333,-107.2728833,35.54453333,-107.2728833,2440,8/8/2017,8,8,2017,11305879,pectoral muscle,1,1,0,VIRPLU08,NA,NA,NA,1,0,1,0,0,0,NA,1,110,110,10000,1.1,1.1,2440,2440,72,167,43,7702,275,-112,387,165,109,173,-26,390,69,19,48,173,59,150,73,-2.202692048,-1.062884845,1.030288564,0.981830474
63,NA,272132464,band number,036JB,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772,1772,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
64,NA,272132465,band number,036JC,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772,1772,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
66,NA,272132487,band number,007JB,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,6/20/2017,20,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
67,NA,272132493,band number,003JA,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
68,NA,272132494,band number,003JB,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
69,NA,272132495,band number,003JC,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
70,NA,272132496,band number,003JD,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
71,NA,272132674,band number,PC02JB,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39337,-106.57378,34.39337,-106.57378,NA,6/30/2018,30,6,2018,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,10000,NA,NA,1755,1755,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
72,NA,272132675,band number,X007JA,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,7/1/2018,1,7,2018,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,10000,NA,NA,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
73,NA,272132401,band number,018M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38857,-106.56044,34.38857,-106.56044,NA,5/8/2018,8,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,241,246,10000,2.41,2.46,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
74,NA,272132425,band number,014F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
75,NA,272132426,band number,014M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
76,NA,272132427,band number,036M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,450,452,10000,4.5,4.52,1772,1772,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
77,NA,272132429,band number,015F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39246,-106.55802,34.39246,-106.55802,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,115,115,10000,1.15,1.15,1809,1809,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
78,NA,272132430,band number,003F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
79,NA,272132437,band number,007F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,5/18/2017,18,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,43,52,10000,0.43,0.52,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
80,NA,272132438,band number,007M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,5/18/2017,18,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
81,NA,272132440,band number,003M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,5/21/2017,21,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
82,NA,272132443,band number,017F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/24/2017,24,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
83,NA,272132444,band number,017M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/24/2017,24,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
84,NA,272132451,band number,023M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/30/2017,30,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,141,141,10000,1.41,1.41,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
85,NA,272132452,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/30/2017,30,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
86,NA,272132463,band number,036JA,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1772,1772,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
87,NA,272132466,band number,036F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/13/2017,13,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1772,1772,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
88,NA,272132624,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/2/2018,2,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,32,36,10000,0.32,0.36,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
89,NA,272132625,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/8/2018,8,5,2018,NA,whole blood,1,1,0,VIRVIC04,NA,NA,NA,1,0,1,0,1,1,VIRVIC04,1,91,92,10000,0.91,0.92,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
90,NA,272132636,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,5/16/2018,16,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,48,84,10000,0.48,0.84,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
91,NA,272132637,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,5/16/2018,16,5,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,1,97,104,10000,0.97,1.04,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
92,NA,272132645,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/26/2018,26,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,120,143,10000,1.2,1.43,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
93,NA,272132646,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/26/2018,26,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,126,126,10000,1.26,1.26,1811,1811,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
94,NA,272132652,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,6/12/2018,12,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,142,143,10000,1.42,1.43,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
95,NA,272132653,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,6/12/2018,12,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,168,170,10000,1.68,1.7,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
96,NA,272132654,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,6/12/2018,12,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
97,NA,272132665,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,6/27/2018,27,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,18,25,10000,0.18,0.25,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
98,NA,272132679,band number,NA,NA,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,NA,NA,34.38896,-106.5546,NA,7/9/2018,9,7,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,18,29,10000,0.18,0.29,1858,1858,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
99,NA,272132457,band number,018F,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38857,-106.56044,34.38857,-106.56044,NA,6/8/2017,8,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,115,178,45,7706,316,-73,389,206,35,215,17,311,60,14,61,154,44,133,48,-0.10161542,-0.570530505,-0.48826423,0.182366102
100,NA,272132655,band number,PM01M,GRVI ID ,NA,Vireo vicinior,Gray Vireo,New Mexico,Socorro,Private Montoso,Private Montoso,34.28943,-106.58099,34.28943,-106.58099,NA,6/20/2018,20,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,124,126,10000,1.24,1.26,1853,1853,114,175,45,7590,311,-72,383,203,67,212,17,331,65,14,62,167,45,144,51,-0.045584222,-0.856720062,-0.081043361,-0.057228292
